0, 9, 0, 68, 43.02
1, 9, 0, 61, 39.11
0, 265, 0, 68, 42.78
1, 13266, 0, 59, 38.38
0, 14078, 26, 66, 42.53
1, 13266, 0, 59, 38.40
0, 14078, 26, 66, 42.54
1, 13266, 0, 59, 38.14
0, 14078, 27, 66, 42.53
1, 13266, 0, 58, 38.16
0, 14078, 25, 66, 42.05
1, 13266, 0, 58, 38.16
0, 14078, 0, 65, 41.56
1, 13266, 96, 58, 44.19
0, 14078, 0, 65, 41.56
1, 13266, 95, 58, 44.44
0, 14078, 0, 65, 41.56
1, 13266, 85, 58, 44.19
0, 14078, 0, 65, 41.31
1, 13266, 78, 58, 43.47
0, 14078, 0, 64, 41.31
1, 13266, 36, 58, 43.44
0, 14078, 0, 64, 41.31
1, 13266, 0, 58, 43.23
0, 14078, 0, 64, 41.07
1, 13266, 36, 57, 43.47
0, 14078, 0, 64, 40.83
1, 13266, 34, 57, 43.23
0, 14124, 0, 64, 41.31
1, 13308, 35, 57, 43.23
0, 14364, 100, 68, 173.95
1, 13638, 0, 57, 42.96
0, 14364, 28, 66, 178.50
1, 13734, 98, 60, 46.54
0, 14364, 37, 67, 50.01
1, 13734, 82, 59, 162.83
0, 14364, 100, 68, 177.89
1, 13734, 0, 59, 45.33
0, 14364, 0, 66, 48.82
1, 13734, 100, 61, 161.33
0, 14364, 100, 69, 183.41
1, 13734, 0, 58, 45.09
0, 14364, 41, 68, 182.92
1, 13734, 37, 60, 46.54
0, 14364, 6, 67, 50.51
1, 13734, 100, 60, 168.47
0, 14364, 100, 69, 179.19
1, 13734, 0, 59, 45.81
0, 14364, 0, 66, 49.53
1, 13734, 100, 61, 168.82
0, 14361, 100, 70, 177.30
1, 13734, 0, 58, 45.09
0, 14361, 100, 70, 180.52
1, 13734, 19, 60, 46.30
0, 14361, 100, 70, 182.69
1, 13734, 100, 61, 47.26
0, 14361, 97, 70, 181.51
1, 13734, 100, 62, 174.38
0, 14361, 0, 68, 49.54
1, 13734, 100, 62, 156.96
0, 14361, 100, 71, 187.83
1, 13734, 0, 59, 45.81
0, 14361, 100, 71, 181.36
1, 13734, 100, 61, 47.26
0, 14361, 100, 71, 183.40
1, 13734, 100, 62, 171.72
0, 14361, 83, 71, 191.78
1, 13734, 100, 62, 158.32
0, 14361, 0, 69, 52.42
1, 13734, 100, 62, 165.69
0, 14361, 100, 72, 186.40
1, 13734, 0, 60, 46.26
0, 14361, 100, 72, 193.18
1, 13734, 100, 63, 170.63
0, 14361, 70, 72, 189.69
1, 13734, 100, 62, 168.87
0, 14361, 0, 70, 172.21
1, 13734, 100, 62, 162.09
0, 14361, 100, 71, 54.11
1, 13734, 10, 61, 167.55
0, 14361, 100, 72, 193.54
1, 13734, 0, 61, 46.74
0, 14361, 22, 72, 196.04
1, 13734, 100, 62, 165.29
0, 14361, 18, 70, 170.57
1, 13734, 100, 62, 168.43
0, 14361, 20, 72, 53.63
1, 13734, 0, 62, 166.60
0, 14361, 100, 73, 184.45
1, 13734, 0, 61, 47.01
0, 14361, 100, 73, 191.74
1, 13734, 34, 62, 47.47
0, 14361, 1, 71, 186.54
1, 13734, 100, 63, 174.46
0, 14361, 40, 72, 53.87
1, 13734, 82, 62, 171.77
0, 14361, 100, 74, 191.14
1, 13734, 0, 61, 47.45
0, 14361, 100, 74, 195.07
1, 13734, 0, 62, 47.69
0, 14361, 0, 71, 187.71
1, 13734, 79, 63, 48.91
0, 14361, 59, 72, 53.87
1, 13734, 60, 62, 171.32
0, 14361, 100, 74, 188.54
1, 13734, 0, 61, 47.22
0, 14361, 100, 75, 194.53
1, 13734, 0, 62, 47.95
0, 14361, 100, 75, 189.85
1, 13734, 95, 63, 48.67
0, 14361, 0, 71, 53.11
1, 13734, 100, 64, 173.75
0, 14157, 39, 72, 72.53
1, 13389, 44, 62, 83.19
0, 14157, 42, 71, 112.55
1, 13389, 42, 62, 85.36
0, 14157, 44, 71, 74.18
1, 13389, 42, 62, 91.82
0, 14157, 42, 71, 108.01
1, 13389, 42, 62, 87.04
0, 14157, 39, 71, 72.53
1, 13389, 46, 62, 88.49
0, 14157, 38, 71, 113.57
1, 13389, 45, 62, 85.80
0, 14157, 42, 71, 73.01
1, 13389, 42, 62, 81.53
0, 14157, 44, 71, 112.11
1, 13389, 41, 62, 93.50
0, 14157, 44, 71, 71.80
1, 13389, 42, 62, 90.19
0, 14157, 42, 71, 108.68
1, 13389, 47, 62, 83.19
0, 14157, 38, 71, 72.29
1, 13389, 43, 62, 89.70
0, 14157, 38, 70, 111.87
1, 13389, 41, 62, 87.30
0, 14157, 41, 70, 71.32
1, 13389, 43, 62, 75.27
0, 14157, 45, 70, 72.53
1, 13389, 47, 61, 86.36
0, 14157, 39, 70, 112.04
1, 13389, 46, 62, 85.11
0, 14157, 42, 70, 76.11
1, 13389, 42, 62, 89.20
0, 14157, 43, 70, 110.18
1, 13389, 41, 62, 91.64
0, 14157, 38, 70, 72.52
1, 13389, 43, 61, 91.62
0, 14157, 38, 70, 111.34
1, 13389, 45, 61, 87.29
0, 289, 70, 69, 56.53
1, 289, 46, 61, 50.43
0, 289, 0, 69, 52.68
1, 289, 0, 60, 46.82
0, 289, 0, 68, 52.44
1, 289, 0, 60, 46.58
0, 289, 0, 68, 52.44
1, 289, 0, 59, 38.62
