timestamp,index,temperature.gpu,power.draw,utilization.gpu,memory.used,clocks.current.graphics,clocks.current.memory,pstate,clocks_event_reasons.active
2026/09/19 02:49:47.902, 0, 72, 50.70, 0, 14276, 1316, 715, P0, 0x0000000000000000
2026/09/19 02:49:47.906, 1, 72, 54.07, 0, 14002, 1328, 715, P0, 0x0000000000000000
2026/09/19 02:49:48.914, 0, 72, 51.67, 0, 9, 1328, 715, P0, 0x0000000000000000
2026/09/19 02:49:48.918, 1, 72, 53.79, 47, 9, 1328, 715, P0, 0x0000000000000000
2026/09/19 02:49:49.925, 0, 72, 51.67, 0, 9, 1328, 715, P0, 0x0000000000000000
2026/09/19 02:49:49.928, 1, 72, 52.13, 0, 9, 1328, 715, P0, 0x0000000000000000
2026/09/19 02:49:50.936, 0, 72, 51.19, 0, 9, 1328, 715, P0, 0x0000000000000000
2026/09/19 02:49:50.941, 1, 72, 51.89, 0, 9, 1328, 715, P0, 0x0000000000000000
2026/09/19 02:49:51.952, 0, 72, 51.19, 0, 9, 1328, 715, P0, 0x0000000000000000
2026/09/19 02:49:51.955, 1, 72, 51.89, 0, 9, 1328, 715, P0, 0x0000000000000000
2026/09/19 02:49:52.966, 0, 72, 51.44, 0, 9, 1328, 715, P0, 0x0000000000000000
2026/09/19 02:49:52.969, 1, 71, 51.65, 0, 9, 1328, 715, P0, 0x0000000000000000
2026/09/19 02:49:53.979, 0, 71, 50.95, 0, 9, 1328, 715, P0, 0x0000000000000000
2026/09/19 02:49:53.982, 1, 71, 51.64, 0, 9, 1328, 715, P0, 0x0000000000000000
2026/09/19 02:49:54.992, 0, 71, 50.95, 0, 9, 1328, 715, P0, 0x0000000000000000
2026/09/19 02:49:54.995, 1, 71, 51.41, 0, 9, 1328, 715, P0, 0x0000000000000000
