0, 9, 0, 76, 47.32
1, 9, 0, 76, 48.03
0, 265, 0, 75, 46.62
1, 265, 0, 75, 47.79
0, 265, 0, 75, 46.14
1, 265, 0, 75, 47.57
0, 10832, 27, 75, 46.86
1, 10323, 0, 75, 47.55
0, 10832, 25, 75, 46.86
1, 10323, 0, 75, 47.55
0, 10832, 25, 74, 46.62
1, 10323, 0, 74, 47.30
0, 10832, 0, 74, 45.88
1, 10323, 98, 74, 54.54
0, 10832, 0, 74, 45.86
1, 10323, 97, 74, 54.54
0, 10832, 0, 74, 45.38
1, 10323, 98, 74, 54.54
0, 10832, 0, 73, 45.62
1, 10323, 97, 74, 54.53
0, 12404, 100, 77, 186.74
1, 12571, 0, 74, 53.46
0, 12404, 0, 75, 100.91
1, 12685, 98, 77, 187.27
0, 12404, 100, 78, 58.37
1, 12685, 6, 76, 184.58
0, 12404, 100, 78, 188.37
1, 12685, 0, 76, 57.55
0, 12404, 58, 79, 199.99
1, 12685, 100, 77, 180.26
0, 12404, 0, 79, 170.80
1, 12685, 100, 78, 175.35
0, 12404, 92, 78, 54.04
1, 12685, 29, 78, 180.92
0, 12404, 100, 79, 97.95
1, 12685, 0, 76, 136.14
0, 12404, 100, 79, 163.80
1, 12685, 78, 77, 59.04
0, 12404, 100, 80, 158.35
1, 12685, 100, 80, 192.89
0, 12404, 100, 79, 148.22
1, 12685, 100, 79, 189.40
0, 12404, 0, 78, 152.65
1, 12685, 100, 78, 171.72
0, 12404, 100, 79, 122.52
1, 12685, 0, 77, 56.51
0, 12404, 100, 79, 132.21
1, 12685, 100, 79, 56.50
0, 12404, 100, 79, 132.22
1, 12685, 100, 79, 167.71
0, 12404, 92, 78, 50.93
1, 12685, 21, 79, 176.19
0, 12404, 100, 80, 129.41
1, 12685, 38, 78, 55.53
0, 12404, 100, 79, 138.50
1, 12685, 100, 80, 143.59
0, 12404, 45, 78, 156.16
1, 12685, 68, 79, 168.80
0, 12404, 100, 79, 117.30
1, 12685, 26, 78, 55.31
0, 12404, 100, 79, 128.45
1, 12685, 100, 80, 174.56
0, 12404, 15, 78, 48.62
1, 12685, 97, 78, 140.88
0, 12404, 100, 79, 137.71
1, 12685, 27, 78, 52.63
0, 12404, 100, 79, 131.84
1, 12685, 100, 80, 161.17
0, 12404, 100, 79, 64.92
1, 12685, 0, 77, 149.77
0, 12404, 100, 79, 112.37
1, 12685, 100, 79, 135.24
0, 12404, 38, 79, 128.18
1, 12685, 100, 79, 138.15
0, 12404, 100, 79, 127.49
1, 12685, 0, 78, 55.82
0, 12404, 100, 79, 123.60
1, 12685, 100, 79, 150.05
0, 12404, 100, 79, 48.10
1, 12685, 0, 78, 156.23
0, 12404, 100, 79, 115.13
1, 12685, 100, 80, 152.95
0, 12404, 0, 78, 142.89
1, 12685, 100, 79, 136.66
0, 12404, 100, 79, 115.17
1, 12685, 100, 78, 50.78
0, 12404, 100, 79, 112.08
1, 12685, 100, 79, 156.27
0, 12404, 100, 79, 123.48
1, 12685, 0, 78, 52.93
0, 12404, 100, 79, 126.96
1, 12685, 100, 79, 144.13
0, 12404, 100, 79, 107.30
1, 12685, 0, 77, 52.71
0, 12404, 100, 79, 115.37
1, 12685, 100, 79, 119.73
0, 12404, 100, 78, 47.93
1, 12685, 10, 78, 125.78
0, 12404, 100, 80, 136.06
1, 12685, 100, 79, 135.44
0, 12404, 57, 78, 53.66
1, 12685, 68, 79, 134.24
0, 12404, 100, 79, 108.14
1, 12685, 100, 79, 131.53
0, 12404, 0, 78, 47.87
1, 12685, 85, 79, 144.13
0, 12404, 100, 79, 104.19
1, 12685, 100, 79, 104.38
0, 12404, 0, 78, 54.62
1, 12685, 80, 78, 140.32
0, 12404, 100, 79, 131.03
1, 12685, 100, 80, 131.01
0, 12404, 0, 78, 121.48
1, 12685, 100, 79, 151.79
0, 12404, 100, 79, 124.93
1, 12685, 100, 79, 104.76
0, 12404, 0, 78, 83.04
1, 12685, 100, 79, 138.05
0, 12404, 100, 79, 125.00
1, 12685, 100, 79, 131.01
0, 12404, 0, 78, 48.59
1, 12685, 100, 79, 153.84
0, 12404, 100, 79, 111.46
1, 12685, 100, 79, 122.11
0, 12404, 77, 78, 49.14
1, 12685, 54, 78, 129.06
0, 12404, 100, 79, 121.39
1, 12685, 100, 79, 135.00
0, 12404, 100, 79, 47.90
1, 12685, 0, 78, 143.03
0, 12404, 100, 79, 116.94
1, 12685, 100, 79, 137.19
0, 12404, 100, 79, 105.44
1, 12685, 0, 77, 54.46
0, 12404, 100, 79, 118.53
1, 12685, 100, 79, 137.20
0, 12404, 100, 79, 113.81
1, 12685, 0, 77, 49.60
0, 12404, 100, 79, 125.72
1, 12685, 100, 80, 158.46
0, 12404, 100, 80, 124.92
1, 12685, 0, 78, 55.30
0, 12404, 82, 79, 114.09
1, 12685, 100, 79, 124.43
0, 12404, 100, 79, 116.86
1, 12685, 96, 79, 51.74
0, 12404, 0, 78, 53.85
1, 12685, 100, 79, 151.59
0, 12404, 100, 80, 124.79
1, 12685, 100, 79, 120.58
0, 12404, 100, 78, 48.86
1, 12685, 25, 79, 138.80
0, 12404, 100, 79, 122.85
1, 12685, 100, 79, 137.12
0, 12404, 100, 79, 90.85
1, 12685, 0, 77, 51.80
0, 12404, 100, 79, 122.85
1, 12685, 100, 79, 122.02
0, 12404, 100, 79, 109.87
1, 12685, 0, 78, 56.05
0, 12404, 86, 79, 118.98
1, 12685, 100, 79, 140.65
0, 12404, 100, 79, 112.76
1, 12685, 100, 79, 111.26
0, 12404, 17, 78, 48.35
1, 12685, 100, 79, 145.19
0, 12404, 100, 80, 127.36
1, 12685, 100, 79, 102.09
0, 12404, 100, 79, 103.48
1, 12685, 0, 77, 56.61
0, 12404, 100, 79, 128.68
1, 12685, 100, 79, 122.23
0, 12404, 100, 79, 102.78
1, 12685, 0, 78, 55.13
0, 12404, 19, 79, 114.67
1, 12685, 100, 79, 147.01
0, 12404, 100, 79, 104.88
1, 12685, 100, 79, 115.27
0, 12404, 30, 78, 48.62
1, 12685, 3, 78, 143.99
0, 12404, 100, 79, 118.50
1, 12685, 100, 79, 149.19
0, 12404, 100, 79, 106.89
1, 12685, 0, 77, 49.61
0, 12404, 100, 79, 109.74
1, 12685, 100, 79, 136.49
0, 12404, 100, 79, 112.90
1, 12685, 100, 79, 126.59
0, 12404, 49, 78, 53.16
1, 12685, 88, 78, 154.05
0, 12404, 100, 79, 114.69
1, 12685, 100, 80, 139.46
0, 12404, 100, 80, 122.07
1, 12685, 0, 77, 49.56
0, 12404, 100, 80, 106.12
1, 12685, 100, 79, 139.31
0, 12404, 100, 79, 111.08
1, 12685, 100, 79, 52.26
0, 12404, 28, 78, 48.37
1, 12685, 100, 79, 129.84
0, 12404, 100, 79, 106.24
1, 12685, 100, 80, 130.33
0, 12404, 100, 79, 113.30
1, 12685, 0, 77, 54.62
0, 12404, 100, 79, 128.24
1, 12685, 100, 79, 135.46
0, 12404, 100, 79, 114.79
1, 12685, 100, 80, 133.67
0, 12404, 42, 78, 51.48
1, 12685, 0, 78, 143.96
0, 12404, 100, 79, 117.81
1, 12685, 100, 80, 138.11
0, 12404, 100, 79, 109.23
1, 12685, 0, 78, 52.26
0, 12404, 11, 78, 118.52
1, 12685, 100, 79, 146.52
0, 12404, 100, 79, 112.15
1, 12685, 100, 79, 105.29
0, 12404, 100, 79, 112.76
1, 12685, 0, 77, 54.15
0, 12404, 100, 79, 124.92
1, 12685, 100, 79, 135.23
0, 12404, 100, 79, 127.97
1, 12685, 100, 79, 54.14
0, 12404, 0, 78, 50.03
1, 12685, 62, 79, 150.34
0, 12404, 100, 79, 115.50
1, 12685, 100, 80, 132.24
0, 12404, 100, 79, 113.97
1, 12685, 0, 78, 49.81
0, 12404, 51, 79, 120.79
1, 12685, 100, 79, 157.70
0, 12404, 100, 79, 118.52
1, 12685, 100, 80, 137.39
0, 12404, 100, 79, 98.76
1, 12685, 0, 77, 49.42
0, 12404, 100, 79, 129.82
1, 12685, 100, 79, 147.43
0, 12404, 100, 79, 123.07
1, 12685, 100, 79, 82.14
0, 12404, 84, 78, 49.30
1, 12685, 57, 79, 148.90
0, 12404, 100, 79, 110.32
1, 12685, 100, 79, 134.80
0, 12404, 100, 79, 112.82
1, 12685, 4, 78, 50.10
0, 12404, 0, 78, 104.67
1, 12685, 100, 79, 133.01
0, 12404, 100, 79, 119.65
1, 12685, 100, 80, 140.32
0, 12404, 100, 79, 109.23
1, 12685, 0, 77, 49.60
0, 12404, 100, 79, 113.71
1, 12685, 100, 79, 145.67
0, 12404, 100, 79, 118.80
1, 12685, 100, 79, 125.13
0, 12404, 100, 79, 104.23
1, 12685, 0, 77, 52.50
0, 12404, 100, 79, 102.62
1, 12685, 100, 79, 139.22
0, 12404, 100, 79, 115.77
1, 12685, 100, 79, 119.02
0, 12404, 83, 79, 48.39
1, 12685, 0, 77, 135.95
0, 12404, 100, 79, 118.68
1, 12685, 100, 80, 138.99
0, 12404, 100, 79, 120.62
1, 12685, 100, 79, 51.74
0, 12404, 7, 78, 48.87
1, 12685, 38, 79, 139.93
0, 12404, 100, 80, 129.95
1, 12685, 100, 79, 131.64
0, 12404, 100, 79, 103.99
1, 12685, 0, 78, 53.72
0, 12404, 0, 78, 48.13
1, 12685, 100, 79, 147.25
0, 12404, 100, 79, 118.05
1, 12685, 100, 79, 136.39
0, 12404, 100, 79, 115.87
1, 12685, 0, 78, 54.63
0, 12404, 0, 78, 48.14
1, 12685, 100, 79, 144.25
0, 12404, 100, 80, 129.85
1, 12685, 100, 79, 133.31
0, 12404, 100, 79, 113.47
1, 12685, 0, 78, 49.81
0, 12404, 32, 78, 127.68
1, 12685, 100, 79, 135.98
0, 12404, 100, 79, 114.62
1, 12685, 100, 79, 126.28
0, 12404, 100, 79, 117.35
1, 12685, 0, 77, 51.04
0, 12404, 0, 77, 48.10
1, 12685, 100, 79, 151.44
0, 12404, 0, 77, 47.66
1, 12685, 100, 80, 130.43
0, 12404, 23, 76, 48.04
1, 12685, 70, 78, 57.19
0, 12404, 100, 80, 147.34
1, 12685, 0, 77, 55.95
0, 12404, 100, 79, 120.11
1, 12685, 0, 76, 55.54
0, 12404, 66, 79, 128.95
1, 12685, 100, 80, 169.39
0, 12404, 100, 80, 129.68
1, 12685, 100, 79, 132.10
0, 12404, 100, 79, 102.29
1, 12685, 0, 77, 54.40
0, 12404, 0, 77, 47.62
1, 12685, 100, 79, 146.29
0, 12404, 0, 76, 47.42
1, 12685, 100, 79, 129.35
0, 12404, 91, 78, 180.49
1, 12685, 42, 77, 56.35
0, 12404, 100, 79, 111.85
1, 12685, 0, 77, 55.59
0, 12404, 100, 79, 114.43
1, 12685, 0, 76, 55.35
0, 12404, 100, 79, 124.82
1, 12685, 100, 80, 150.29
0, 12404, 100, 79, 130.79
1, 12685, 100, 79, 138.67
0, 12404, 100, 79, 117.34
1, 12685, 0, 77, 49.11
0, 12404, 0, 77, 48.34
1, 12685, 100, 79, 153.36
0, 12404, 0, 76, 48.14
1, 12685, 100, 79, 134.74
0, 12265, 46, 77, 112.36
1, 12548, 52, 78, 94.80
0, 12265, 41, 77, 112.50
1, 12548, 49, 79, 94.52
0, 12265, 41, 78, 112.02
1, 12548, 51, 79, 100.71
0, 12265, 39, 78, 68.18
1, 12548, 51, 79, 79.96
0, 12265, 39, 78, 89.35
1, 12548, 53, 78, 131.19
0, 12265, 44, 78, 98.62
1, 12548, 48, 79, 135.08
0, 12265, 41, 78, 118.01
1, 12548, 53, 79, 116.81
0, 289, 100, 77, 61.77
1, 289, 100, 77, 63.19
0, 289, 0, 76, 57.92
1, 289, 0, 77, 59.32
0, 289, 0, 76, 57.68
1, 289, 0, 76, 59.11
