timestamp,index,temperature.gpu,power.draw,utilization.gpu,memory.used,clocks.current.graphics,clocks.current.memory,pstate,clocks_event_reasons.active
2026/09/19 00:38:27.449, 0, 68, 50.46, 0, 15424, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:27.453, 1, 67, 50.67, 0, 15424, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:28.459, 0, 70, 135.20, 73, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:28.462, 1, 69, 116.06, 99, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:29.470, 0, 71, 188.32, 70, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:29.474, 1, 70, 145.74, 99, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:30.495, 0, 72, 127.51, 73, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:30.498, 1, 71, 134.55, 95, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:31.504, 0, 72, 154.90, 73, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:31.507, 1, 71, 164.73, 99, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:32.515, 0, 73, 164.61, 73, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:32.518, 1, 72, 161.76, 99, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:33.525, 0, 73, 149.88, 75, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:33.528, 1, 72, 139.22, 99, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:34.541, 0, 73, 194.46, 71, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:34.544, 1, 72, 177.29, 99, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:35.551, 0, 74, 148.27, 72, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:35.554, 1, 72, 135.83, 99, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:36.565, 0, 74, 166.46, 71, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:36.568, 1, 73, 170.50, 99, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:37.578, 0, 74, 157.75, 73, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:37.581, 1, 73, 150.28, 99, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:38.591, 0, 75, 134.29, 74, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:38.594, 1, 73, 149.89, 99, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:39.608, 0, 75, 180.26, 76, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:39.611, 1, 73, 191.99, 99, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:40.621, 0, 75, 153.30, 76, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:40.623, 1, 73, 142.72, 99, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:41.634, 0, 75, 146.92, 72, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:41.637, 1, 74, 148.21, 99, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:42.648, 0, 76, 155.59, 77, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:42.652, 1, 74, 137.42, 99, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:43.658, 0, 76, 158.82, 73, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:43.661, 1, 74, 147.80, 96, 15622, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:38:44.668, 0, 76, 158.71, 73, 15622, 1328, 715, P0, 0x0000000000000000
