timestamp,index,temperature.gpu,power.draw,utilization.gpu,memory.used,clocks.current.graphics,clocks.current.memory,pstate,clocks_event_reasons.active
2026/09/19 00:07:08.322, 0, 67, 46.34, 0, 15369, 1290, 715, P0, 0x0000000000000000
2026/09/19 00:07:08.329, 1, 68, 50.19, 0, 15369, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:09.337, 0, 68, 94.29, 67, 15531, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:09.340, 1, 68, 79.56, 77, 15531, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:10.348, 0, 68, 53.51, 45, 15531, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:10.351, 1, 69, 93.75, 44, 15531, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:11.360, 0, 68, 124.23, 46, 15531, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:11.366, 1, 69, 118.98, 46, 15531, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:12.370, 0, 69, 100.99, 53, 15531, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:12.374, 1, 69, 76.87, 60, 15531, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:13.386, 0, 68, 93.89, 62, 15531, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:13.389, 1, 69, 137.38, 66, 15531, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:14.394, 0, 69, 97.86, 63, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:14.397, 1, 69, 65.91, 71, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:15.407, 0, 69, 96.01, 44, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:15.410, 1, 69, 56.33, 46, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:16.416, 0, 69, 98.01, 47, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:16.419, 1, 69, 62.74, 47, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:17.426, 0, 69, 105.05, 54, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:17.429, 1, 69, 77.63, 62, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:18.439, 0, 69, 89.25, 49, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:18.442, 1, 69, 122.20, 55, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:19.447, 0, 69, 102.42, 67, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:19.450, 1, 69, 69.77, 72, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:20.471, 0, 69, 107.59, 60, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:20.474, 1, 69, 86.45, 66, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:21.494, 0, 69, 101.24, 57, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:21.497, 1, 69, 77.17, 52, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:22.516, 0, 69, 97.93, 53, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:22.519, 1, 69, 64.42, 65, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:23.524, 0, 69, 64.33, 48, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:23.528, 1, 69, 92.47, 62, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:24.535, 0, 69, 96.50, 56, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:24.538, 1, 69, 54.88, 66, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:25.544, 0, 69, 109.79, 43, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:25.547, 1, 69, 142.10, 66, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:26.551, 0, 69, 108.97, 59, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:26.554, 1, 69, 83.41, 55, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:27.562, 0, 69, 96.05, 54, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:27.565, 1, 69, 58.74, 56, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:28.569, 0, 69, 119.07, 52, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:28.572, 1, 69, 114.72, 59, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:29.584, 0, 69, 58.35, 57, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:29.587, 1, 69, 87.84, 56, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:30.592, 0, 69, 101.40, 62, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:30.595, 1, 69, 81.55, 66, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:31.604, 0, 69, 100.99, 48, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:31.611, 1, 69, 80.00, 61, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:32.619, 0, 69, 58.32, 58, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:32.622, 1, 69, 91.94, 58, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:33.631, 0, 70, 101.72, 58, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:33.634, 1, 69, 65.22, 70, 15533, 1328, 715, P0, 0x0000000000000000
2026/09/19 00:07:34.640, 0, 69, 100.09, 55, 15533, 1328, 715, P0, 0x0000000000000000
